Zone,Year,Disease,Number of Cases,"Rate per 100,000 population"
Central,2020,Creutzfeldt-Jakob Disease - Unknown,0,0
Nova Scotia,2020,Creutzfeldt-Jakob Disease - Unknown,0,0
Western,2020,Creutzfeldt-Jakob Disease - Variant,0,0
Northern,2020,Creutzfeldt-Jakob Disease - Variant,0,0
Eastern,2020,Creutzfeldt-Jakob Disease - Variant,0,0
Central,2020,Creutzfeldt-Jakob Disease - Variant,0,0
Nova Scotia,2020,Creutzfeldt-Jakob Disease - Variant,0,0
Western,2020,Cryptosporidiosis,7,3.5
Northern,2020,Cryptosporidiosis,12,8
Eastern,2020,Cryptosporidiosis,2,1.2
Central,2020,Cryptosporidiosis,13,2.8
Nova Scotia,2020,Cryptosporidiosis,34,3.5
Western,2020,Cyclosporiasis,0,0
Northern,2020,Cyclosporiasis,0,0
Eastern,2020,Cyclosporiasis,0,0
Central,2020,Cyclosporiasis,0,0
Nova Scotia,2020,Cyclosporiasis,0,0
Western,2020,Diphtheria,0,0
Northern,2020,Diphtheria,0,0
Eastern,2020,Diphtheria,0,0
Central,2020,Diphtheria,0,0
Nova Scotia,2020,Diphtheria,0,0
Western,2020,Ebola Virus Disease,0,0
Northern,2020,Ebola Virus Disease,0,0
Eastern,2020,Ebola Virus Disease,0,0
Central,2020,Ebola Virus Disease,0,0
Nova Scotia,2020,Ebola Virus Disease,0,0
Western,2020,Encephalitis - Viral,0,0
Northern,2020,Encephalitis - Viral,0,0
Eastern,2020,Encephalitis - Viral,0,0
Central,2020,Encephalitis - Viral,0,0
Nova Scotia,2020,Encephalitis - Viral,0,0
Western,2020,Giardiasis,22,11
Northern,2020,Giardiasis,10,6.7
Eastern,2020,Giardiasis,10,6.2
Central,2020,Giardiasis,46,9.7
Nova Scotia,2020,Giardiasis,88,9
Western,2020,Gonorrhea,12,6
Northern,2020,Gonorrhea,2,1.3
Eastern,2020,Gonorrhea,7,4.3
Central,2020,Gonorrhea,67,14.2
Nova Scotia,2020,Gonorrhea,88,9
Western,2020,Group A Streptococcal Disease Invasive,0,0
Northern,2020,Group A Streptococcal Disease Invasive,0,0
Eastern,2020,Group A Streptococcal Disease Invasive,0,0
Central,2020,Group A Streptococcal Disease Invasive,0,0
Nova Scotia,2020,Group A Streptococcal Disease Invasive,0,0
Western,2020,Group A Streptococcal Disease Invasive -> non-Severe,1,0.5
Northern,2020,Group A Streptococcal Disease Invasive -> non-Severe,2,1.3
Eastern,2020,Group A Streptococcal Disease Invasive -> non-Severe,1,0.6
Central,2020,Group A Streptococcal Disease Invasive -> non-Severe,12,2.5
Nova Scotia,2020,Group A Streptococcal Disease Invasive -> non-Severe,16,1.6
Western,2020,Group A Streptococcal Disease Invasive -> Severe,1,0.5
Northern,2020,Group A Streptococcal Disease Invasive -> Severe,1,0.7
Eastern,2020,Group A Streptococcal Disease Invasive -> Severe,0,0
Central,2020,Group A Streptococcal Disease Invasive -> Severe,4,0.8
Nova Scotia,2020,Group A Streptococcal Disease Invasive -> Severe,6,0.6
Western,2020,Group B Streptococcal Disease of the Newborn,0,0
Northern,2020,Group B Streptococcal Disease of the Newborn,0,0
Eastern,2020,Group B Streptococcal Disease of the Newborn,0,0
Central,2020,Group B Streptococcal Disease of the Newborn,0,0
Nova Scotia,2020,Group B Streptococcal Disease of the Newborn,0,0
Western,2020,Haemophilus influenzae Type b Invasive Disease,0,0
Northern,2020,Haemophilus influenzae Type b Invasive Disease,0,0
Eastern,2020,Haemophilus influenzae Type b Invasive Disease,0,0
Central,2020,Haemophilus influenzae Type b Invasive Disease,0,0
Nova Scotia,2020,Haemophilus influenzae Type b Invasive Disease,0,0
Western,2020,Hantavirus Pulmonary Syndrome,0,0
Northern,2020,Hantavirus Pulmonary Syndrome,0,0
Eastern,2020,Hantavirus Pulmonary Syndrome,0,0
Central,2020,Hantavirus Pulmonary Syndrome,0,0
Nova Scotia,2020,Hantavirus Pulmonary Syndrome,0,0
Western,2020,Hepatitis A,1,0.5
Northern,2020,Hepatitis A,0,0
Eastern,2020,Hepatitis A,0,0
Central,2020,Hepatitis A,1,0.2
Nova Scotia,2020,Hepatitis A,2,0.2
Western,2020,Hepatitis B - Acute,0,0
Northern,2020,Hepatitis B - Acute,0,0
Eastern,2020,Hepatitis B - Acute,2,1.2
Central,2020,Hepatitis B - Acute,4,0.8
Nova Scotia,2020,Hepatitis B - Acute,6,0.6
Western,2020,Hepatitis B - Chronic,1,0.5
Northern,2020,Hepatitis B - Chronic,1,0.7
Eastern,2020,Hepatitis B - Chronic,1,0.6
Central,2020,Hepatitis B - Chronic,11,2.3
Nova Scotia,2020,Hepatitis B - Chronic,14,1.4
Western,2020,Hepatitis B - Chronic or Unspecified,0,0
Northern,2020,Hepatitis B - Chronic or Unspecified,0,0
Eastern,2020,Hepatitis B - Chronic or Unspecified,0,0
Central,2020,Hepatitis B - Chronic or Unspecified,0,0
Nova Scotia,2020,Hepatitis B - Chronic or Unspecified,0,0
Western,2020,Hepatitis C,30,15
Northern,2020,Hepatitis C,68,45.6
Eastern,2020,Hepatitis C,68,42.2
Central,2020,Hepatitis C,91,19.3
Nova Scotia,2020,Hepatitis C,257,26.2
Western,2020,Hepatitis E,0,0
Northern,2020,Hepatitis E,0,0
Eastern,2020,Hepatitis E,0,0
Central,2020,Hepatitis E,0,0
Nova Scotia,2020,Hepatitis E,0,0
Western,2020,Human Immunodeficiency Virus,1,0.5
Northern,2020,Human Immunodeficiency Virus,1,0.7
Eastern,2020,Human Immunodeficiency Virus,3,1.9
Central,2020,Human Immunodeficiency Virus,8,1.7
Nova Scotia,2020,Human Immunodeficiency Virus,13,1.3
Western,2020,Influenza,0,0
Northern,2020,Influenza,0,0
Eastern,2020,Influenza,0,0
Central,2020,Influenza,0,0
Nova Scotia,2020,Influenza,0,0
Western,2020,Legionellosis,0,0
Northern,2020,Legionellosis,0,0
Eastern,2020,Legionellosis,0,0
Central,2020,Legionellosis,6,1.3
Nova Scotia,2020,Legionellosis,6,0.6
Western,2020,Leprosy,0,0
Northern,2020,Leprosy,0,0
Eastern,2020,Leprosy,0,0
Central,2020,Leprosy,0,0
Nova Scotia,2020,Leprosy,0,0
Western,2020,Listeriosis - Invasive,0,0
Northern,2020,Listeriosis - Invasive,1,0.7
Eastern,2020,Listeriosis - Invasive,0,0
Central,2020,Listeriosis - Invasive,2,0.4
Nova Scotia,2020,Listeriosis - Invasive,3,0.3
Western,2020,Lyme Disease - Confirmed,62,31.1
Northern,2020,Lyme Disease - Confirmed,49,32.9
Eastern,2020,Lyme Disease - Confirmed,5,3.1
Central,2020,Lyme Disease - Confirmed,117,24.8
Nova Scotia,2020,Lyme Disease - Confirmed,233,23.7
Western,2020,Lyme Disease - Probable,171,85.7
Northern,2020,Lyme Disease - Probable,8,5.4
Eastern,2020,Lyme Disease - Probable,2,1.2
Central,2020,Lyme Disease - Probable,31,6.6
Nova Scotia,2020,Lyme Disease - Probable,212,21.6
Western,2020,Lymphogranuloma Venereum,0,0
Northern,2020,Lymphogranuloma Venereum,0,0
Eastern,2020,Lymphogranuloma Venereum,0,0
Central,2020,Lymphogranuloma Venereum,0,0
Nova Scotia,2020,Lymphogranuloma Venereum,0,0
Western,2020,Malaria,0,0
Northern,2020,Malaria,0,0
Eastern,2020,Malaria,0,0
Central,2020,Malaria,1,0.2
Nova Scotia,2020,Malaria,1,0.1
Western,2020,Measles,0,0
Northern,2020,Measles,0,0
Eastern,2020,Measles,0,0
Central,2020,Measles,0,0
Nova Scotia,2020,Measles,0,0
Western,2020,Meningitis - Bacterial,0,0
Northern,2020,Meningitis - Bacterial,0,0
Eastern,2020,Meningitis - Bacterial,0,0
Central,2020,Meningitis - Bacterial,0,0
Nova Scotia,2020,Meningitis - Bacterial,0,0
Western,2020,Meningitis - Viral,0,0
Northern,2020,Meningitis - Viral,0,0
Eastern,2020,Meningitis - Viral,0,0
Central,2020,Meningitis - Viral,0,0
Nova Scotia,2020,Meningitis - Viral,0,0
Western,2020,Meningococcal Disease Invasive,0,0
Northern,2020,Meningococcal Disease Invasive,0,0
Eastern,2020,Meningococcal Disease Invasive,0,0
Central,2020,Meningococcal Disease Invasive,3,0.6
Nova Scotia,2020,Meningococcal Disease Invasive,3,0.3
Western,2020,Methicillin Resistant Staphylococcus Aureus (MRSA),141,70.7
Northern,2020,Methicillin Resistant Staphylococcus Aureus (MRSA),77,51.6
Eastern,2020,Methicillin Resistant Staphylococcus Aureus (MRSA),108,67
Central,2020,Methicillin Resistant Staphylococcus Aureus (MRSA),133,28.2
Nova Scotia,2020,Methicillin Resistant Staphylococcus Aureus (MRSA),459,46.7
Western,2020,Mpox,0,0
Northern,2020,Mpox,0,0
Eastern,2020,Mpox,0,0
Central,2020,Mpox,0,0
Nova Scotia,2020,Mpox,0,0
Western,2020,Mumps,0,0
Northern,2020,Mumps,0,0
Eastern,2020,Mumps,0,0
Central,2020,Mumps,0,0
Nova Scotia,2020,Mumps,0,0
Western,2020,Pertussis,5,2.5
Northern,2020,Pertussis,0,0
Eastern,2020,Pertussis,0,0
Central,2020,Pertussis,8,1.7
Nova Scotia,2020,Pertussis,13,1.3
Western,2020,Plague,0,0
Northern,2020,Plague,0,0
Eastern,2020,Plague,0,0
Central,2020,Plague,0,0
Nova Scotia,2020,Plague,0,0
Western,2020,Pneumococcal Disease Invasive,4,2
Northern,2020,Pneumococcal Disease Invasive,5,3.4
Eastern,2020,Pneumococcal Disease Invasive,11,6.8
Central,2020,Pneumococcal Disease Invasive,30,6.4
Nova Scotia,2020,Pneumococcal Disease Invasive,50,5.1
Western,2020,Poliomyelitis,0,0
Northern,2020,Poliomyelitis,0,0
Eastern,2020,Poliomyelitis,0,0
Central,2020,Poliomyelitis,0,0
Nova Scotia,2020,Poliomyelitis,0,0
Western,2020,Powassan Virus Disease,0,0
Northern,2020,Powassan Virus Disease,0,0
Eastern,2020,Powassan Virus Disease,0,0
Central,2020,Powassan Virus Disease,0,0
Nova Scotia,2020,Powassan Virus Disease,0,0
Western,2020,Q-Fever,0,0
Northern,2020,Q-Fever,0,0
Eastern,2020,Q-Fever,0,0
Central,2020,Q-Fever,0,0
Nova Scotia,2020,Q-Fever,0,0
Western,2020,Rabies,0,0
Northern,2020,Rabies,0,0
Eastern,2020,Rabies,0,0
Central,2020,Rabies,0,0
Nova Scotia,2020,Rabies,0,0
Western,2020,Rubella,0,0
Northern,2020,Rubella,0,0
Eastern,2020,Rubella,0,0
Central,2020,Rubella,0,0
Nova Scotia,2020,Rubella,0,0
Western,2020,Salmonellosis,46,23.1
Northern,2020,Salmonellosis,17,11.4
Eastern,2020,Salmonellosis,40,24.8
Central,2020,Salmonellosis,49,10.4
Nova Scotia,2020,Salmonellosis,152,15.5
Western,2020,Severe Acute Respiratory Infection (SARI),0,0
Northern,2020,Severe Acute Respiratory Infection (SARI),0,0
Eastern,2020,Severe Acute Respiratory Infection (SARI),0,0
Central,2020,Severe Acute Respiratory Infection (SARI),0,0
Nova Scotia,2020,Severe Acute Respiratory Infection (SARI),0,0
Western,2020,Severe Acute Respiratory Syndrome (SARS),0,0
Northern,2020,Severe Acute Respiratory Syndrome (SARS),0,0
Eastern,2020,Severe Acute Respiratory Syndrome (SARS),0,0
Central,2020,Severe Acute Respiratory Syndrome (SARS),0,0
Nova Scotia,2020,Severe Acute Respiratory Syndrome (SARS),0,0
Western,2020,Shellfish Poisoning,0,0
Northern,2020,Shellfish Poisoning,0,0
Eastern,2020,Shellfish Poisoning,0,0
Central,2020,Shellfish Poisoning,0,0
Nova Scotia,2020,Shellfish Poisoning,0,0
Western,2020,Shigellosis,0,0
Northern,2020,Shigellosis,0,0
Eastern,2020,Shigellosis,0,0
Central,2020,Shigellosis,1,0.2
Nova Scotia,2020,Shigellosis,1,0.1
Western,2020,Smallpox,0,0
Northern,2020,Smallpox,0,0
Eastern,2020,Smallpox,0,0
Central,2020,Smallpox,0,0
Nova Scotia,2020,Smallpox,0,0
Western,2020,Syphilis - Infectious,0,0
Northern,2020,Syphilis - Infectious,4,2.7
Eastern,2020,Syphilis - Infectious,7,4.3
Central,2020,Syphilis - Infectious,18,3.8
Nova Scotia,2020,Syphilis - Infectious,29,3
Western,2020,Syphilis - Non-Infectious or Stage Pending,2,1
Northern,2020,Syphilis - Non-Infectious or Stage Pending,2,1.3
Eastern,2020,Syphilis - Non-Infectious or Stage Pending,0,0
Central,2020,Syphilis - Non-Infectious or Stage Pending,18,3.8
Nova Scotia,2020,Syphilis - Non-Infectious or Stage Pending,22,2.2
Western,2020,Tetanus,0,0
Northern,2020,Tetanus,0,0
Eastern,2020,Tetanus,0,0
Central,2020,Tetanus,0,0
Nova Scotia,2020,Tetanus,0,0
Western,2020,Toxoplasmosis,0,0
Northern,2020,Toxoplasmosis,0,0
Eastern,2020,Toxoplasmosis,0,0
Central,2020,Toxoplasmosis,0,0
Nova Scotia,2020,Toxoplasmosis,0,0
Western,2020,Tuberculosis,2,1
Northern,2020,Tuberculosis,0,0
Eastern,2020,Tuberculosis,1,0.6
Central,2020,Tuberculosis,9,1.9
Nova Scotia,2020,Tuberculosis,12,1.2
Western,2020,Tularemia,0,0
Northern,2020,Tularemia,0,0
Eastern,2020,Tularemia,0,0
Central,2020,Tularemia,0,0
Nova Scotia,2020,Tularemia,0,0
Western,2020,Typhoid,0,0
Northern,2020,Typhoid,0,0
Eastern,2020,Typhoid,0,0
Central,2020,Typhoid,0,0
Nova Scotia,2020,Typhoid,0,0
Western,2020,Vancomycin resistant Enterococcus (VRE),0,0
Northern,2020,Vancomycin resistant Enterococcus (VRE),3,2
Eastern,2020,Vancomycin resistant Enterococcus (VRE),2,1.2
Central,2020,Vancomycin resistant Enterococcus (VRE),3,0.6
Nova Scotia,2020,Vancomycin resistant Enterococcus (VRE),8,0.8
Western,2020,Verotoxigenic E. coli,0,0
Northern,2020,Verotoxigenic E. coli,1,0.7
Eastern,2020,Verotoxigenic E. coli,0,0
Central,2020,Verotoxigenic E. coli,1,0.2
Nova Scotia,2020,Verotoxigenic E. coli,2,0.2
Western,2020,Viral Hemorrhagic Fever,0,0
Northern,2020,Viral Hemorrhagic Fever,0,0
Eastern,2020,Viral Hemorrhagic Fever,0,0
Central,2020,Viral Hemorrhagic Fever,0,0
Nova Scotia,2020,Viral Hemorrhagic Fever,0,0
Western,2020,West Nile Virus,0,0
Northern,2020,West Nile Virus,0,0
Eastern,2020,West Nile Virus,0,0
Central,2020,West Nile Virus,0,0
Nova Scotia,2020,West Nile Virus,0,0
Western,2020,Yellow Fever,0,0
Northern,2020,Yellow Fever,0,0
Eastern,2020,Yellow Fever,0,0
Central,2020,Yellow Fever,0,0
Nova Scotia,2020,Yellow Fever,0,0
Western,2020,Yersiniosis,0,0
Northern,2020,Yersiniosis,0,0
Eastern,2020,Yersiniosis,0,0
Central,2020,Yersiniosis,0,0
Nova Scotia,2020,Yersiniosis,0,0
Western,2021,Acquired Immune Deficiency Syndrome,0,0
Northern,2021,Acquired Immune Deficiency Syndrome,0,0
Eastern,2021,Acquired Immune Deficiency Syndrome,0,0
Central,2021,Acquired Immune Deficiency Syndrome,0,0
Nova Scotia,2021,Acquired Immune Deficiency Syndrome,0,0
Western,2021,Acute Flaccid Paralysis,0,0
Northern,2021,Acute Flaccid Paralysis,0,0
Eastern,2021,Acute Flaccid Paralysis,0,0
Central,2021,Acute Flaccid Paralysis,0,0
Nova Scotia,2021,Acute Flaccid Paralysis,0,0
Western,2021,Amebiasis,0,0
Northern,2021,Amebiasis,0,0
Eastern,2021,Amebiasis,0,0
Central,2021,Amebiasis,0,0
Nova Scotia,2021,Amebiasis,0,0
Western,2021,Anaplasmosis,0,0
Northern,2021,Anaplasmosis,0,0
Eastern,2021,Anaplasmosis,0,0
Central,2021,Anaplasmosis,0,0
Nova Scotia,2021,Anaplasmosis,0,0
Western,2021,Anthrax,0,0
Northern,2021,Anthrax,0,0
Eastern,2021,Anthrax,0,0
Central,2021,Anthrax,0,0
Nova Scotia,2021,Anthrax,0,0
Western,2021,Babesiosis,0,0
Northern,2021,Babesiosis,0,0
Eastern,2021,Babesiosis,0,0
Central,2021,Babesiosis,0,0
Nova Scotia,2021,Babesiosis,0,0
Western,2021,Botulism,0,0
Northern,2021,Botulism,0,0
Eastern,2021,Botulism,0,0
Central,2021,Botulism,0,0
Nova Scotia,2021,Botulism,0,0
Western,2021,Brucellosis,0,0
Northern,2021,Brucellosis,0,0
Eastern,2021,Brucellosis,0,0
Central,2021,Brucellosis,0,0
Nova Scotia,2021,Brucellosis,0,0
Western,2021,Campylobacteriosis,108,53.8
Northern,2021,Campylobacteriosis,44,29.3
Eastern,2021,Campylobacteriosis,27,16.9
Central,2021,Campylobacteriosis,106,22
Nova Scotia,2021,Campylobacteriosis,285,28.7
Western,2021,Chlamydia,377,187.8
Northern,2021,Chlamydia,258,171.8
Eastern,2021,Chlamydia,312,195.1
Central,2021,Chlamydia,1125,233.8
Nova Scotia,2021,Chlamydia,2072,208.9
Western,2021,Cholera,0,0
Northern,2021,Cholera,0,0
Eastern,2021,Cholera,0,0
Central,2021,Cholera,0,0
Nova Scotia,2021,Cholera,0,0
Western,2021,Clostridium difficile,215,107.1
Northern,2021,Clostridium difficile,163,108.6
Eastern,2021,Clostridium difficile,250,156.3
Central,2021,Clostridium difficile,334,69.4
Nova Scotia,2021,Clostridium difficile,962,97
Western,2021,Creutzfeldt-Jakob Disease - Classic,0,0
Northern,2021,Creutzfeldt-Jakob Disease - Classic,0,0
Eastern,2021,Creutzfeldt-Jakob Disease - Classic,0,0
Central,2021,Creutzfeldt-Jakob Disease - Classic,0,0
Nova Scotia,2021,Creutzfeldt-Jakob Disease - Classic,0,0
Western,2021,Creutzfeldt-Jakob Disease - Unknown,0,0
Northern,2021,Creutzfeldt-Jakob Disease - Unknown,0,0
Eastern,2021,Creutzfeldt-Jakob Disease - Unknown,0,0
Central,2021,Creutzfeldt-Jakob Disease - Unknown,0,0
Nova Scotia,2021,Creutzfeldt-Jakob Disease - Unknown,0,0
Western,2021,Creutzfeldt-Jakob Disease - Variant,0,0
Northern,2021,Creutzfeldt-Jakob Disease - Variant,0,0
Eastern,2021,Creutzfeldt-Jakob Disease - Variant,0,0
Central,2021,Creutzfeldt-Jakob Disease - Variant,0,0
Nova Scotia,2021,Creutzfeldt-Jakob Disease - Variant,0,0
Western,2021,Cryptosporidiosis,11,5.5
Northern,2021,Cryptosporidiosis,5,3.3
Eastern,2021,Cryptosporidiosis,0,0
Central,2021,Cryptosporidiosis,3,0.6
Nova Scotia,2021,Cryptosporidiosis,19,1.9
Western,2021,Cyclosporiasis,0,0
Northern,2021,Cyclosporiasis,0,0
Eastern,2021,Cyclosporiasis,0,0
Central,2021,Cyclosporiasis,0,0
Nova Scotia,2021,Cyclosporiasis,0,0
Western,2021,Diphtheria,0,0
Northern,2021,Diphtheria,0,0
Eastern,2021,Diphtheria,0,0
Central,2021,Diphtheria,0,0
Nova Scotia,2021,Diphtheria,0,0
Western,2021,Ebola Virus Disease,0,0
Northern,2021,Ebola Virus Disease,0,0
Eastern,2021,Ebola Virus Disease,0,0
Central,2021,Ebola Virus Disease,0,0
Nova Scotia,2021,Ebola Virus Disease,0,0
Western,2021,Encephalitis - Viral,0,0
Northern,2021,Encephalitis - Viral,0,0
Eastern,2021,Encephalitis - Viral,0,0
Central,2021,Encephalitis - Viral,0,0
Nova Scotia,2021,Encephalitis - Viral,0,0
Western,2021,Giardiasis,32,15.9
Northern,2021,Giardiasis,10,6.7
Eastern,2021,Giardiasis,13,8.1
Central,2021,Giardiasis,44,9.1
Nova Scotia,2021,Giardiasis,99,10
Western,2021,Gonorrhea,10,5
Northern,2021,Gonorrhea,10,6.7
Eastern,2021,Gonorrhea,3,1.9
Central,2021,Gonorrhea,44,9.1
Nova Scotia,2021,Gonorrhea,67,6.8
Western,2021,Group A Streptococcal Disease Invasive,0,0
Northern,2021,Group A Streptococcal Disease Invasive,0,0
Eastern,2021,Group A Streptococcal Disease Invasive,0,0
Central,2021,Group A Streptococcal Disease Invasive,0,0
Nova Scotia,2021,Group A Streptococcal Disease Invasive,0,0
Western,2021,Group A Streptococcal Disease Invasive -> non-Severe,0,0
Northern,2021,Group A Streptococcal Disease Invasive -> non-Severe,0,0
Eastern,2021,Group A Streptococcal Disease Invasive -> non-Severe,1,0.6
Central,2021,Group A Streptococcal Disease Invasive -> non-Severe,4,0.8
Nova Scotia,2021,Group A Streptococcal Disease Invasive -> non-Severe,5,0.5
Western,2021,Group A Streptococcal Disease Invasive -> Severe,0,0
Northern,2021,Group A Streptococcal Disease Invasive -> Severe,0,0
Eastern,2021,Group A Streptococcal Disease Invasive -> Severe,1,0.6
Central,2021,Group A Streptococcal Disease Invasive -> Severe,2,0.4
Nova Scotia,2021,Group A Streptococcal Disease Invasive -> Severe,3,0.3
Western,2021,Group B Streptococcal Disease of the Newborn,0,0
Northern,2021,Group B Streptococcal Disease of the Newborn,0,0
Eastern,2021,Group B Streptococcal Disease of the Newborn,0,0
Central,2021,Group B Streptococcal Disease of the Newborn,0,0
Nova Scotia,2021,Group B Streptococcal Disease of the Newborn,0,0
Western,2021,Haemophilus influenzae Type b Invasive Disease,0,0
Northern,2021,Haemophilus influenzae Type b Invasive Disease,0,0
Eastern,2021,Haemophilus influenzae Type b Invasive Disease,0,0
Central,2021,Haemophilus influenzae Type b Invasive Disease,0,0
Nova Scotia,2021,Haemophilus influenzae Type b Invasive Disease,0,0
Western,2021,Hantavirus Pulmonary Syndrome,0,0
Northern,2021,Hantavirus Pulmonary Syndrome,0,0
Eastern,2021,Hantavirus Pulmonary Syndrome,0,0
Central,2021,Hantavirus Pulmonary Syndrome,0,0
Nova Scotia,2021,Hantavirus Pulmonary Syndrome,0,0
Western,2021,Hepatitis A,1,0.5
Northern,2021,Hepatitis A,0,0
Eastern,2021,Hepatitis A,2,1.3
Central,2021,Hepatitis A,0,0
Nova Scotia,2021,Hepatitis A,3,0.3
Western,2021,Hepatitis B - Acute,0,0
Northern,2021,Hepatitis B - Acute,0,0
Eastern,2021,Hepatitis B - Acute,1,0.6
Central,2021,Hepatitis B - Acute,2,0.4
Nova Scotia,2021,Hepatitis B - Acute,3,0.3
Western,2021,Hepatitis B - Chronic,0,0
Northern,2021,Hepatitis B - Chronic,1,0.7
Eastern,2021,Hepatitis B - Chronic,3,1.9
Central,2021,Hepatitis B - Chronic,15,3.1
Nova Scotia,2021,Hepatitis B - Chronic,19,1.9
Western,2021,Hepatitis B - Chronic or Unspecified,0,0
Northern,2021,Hepatitis B - Chronic or Unspecified,0,0
Eastern,2021,Hepatitis B - Chronic or Unspecified,0,0
Central,2021,Hepatitis B - Chronic or Unspecified,0,0
Nova Scotia,2021,Hepatitis B - Chronic or Unspecified,0,0
Western,2021,Hepatitis C,32,15.9
Northern,2021,Hepatitis C,68,45.3
Eastern,2021,Hepatitis C,55,34.4
Central,2021,Hepatitis C,123,25.6
Nova Scotia,2021,Hepatitis C,278,28
Western,2021,Hepatitis E,0,0
Northern,2021,Hepatitis E,0,0
Eastern,2021,Hepatitis E,0,0
Central,2021,Hepatitis E,0,0
Nova Scotia,2021,Hepatitis E,0,0
Western,2021,Human Immunodeficiency Virus,1,0.5
Northern,2021,Human Immunodeficiency Virus,0,0
Eastern,2021,Human Immunodeficiency Virus,5,3.1
Central,2021,Human Immunodeficiency Virus,10,2.1
Nova Scotia,2021,Human Immunodeficiency Virus,16,1.6
Western,2021,Influenza,0,0
Northern,2021,Influenza,0,0
Eastern,2021,Influenza,0,0
Central,2021,Influenza,0,0
Nova Scotia,2021,Influenza,0,0
Western,2021,Legionellosis,0,0
Northern,2021,Legionellosis,0,0
Eastern,2021,Legionellosis,0,0
Central,2021,Legionellosis,15,3.1
Nova Scotia,2021,Legionellosis,15,1.5
Western,2021,Leprosy,0,0
Northern,2021,Leprosy,0,0
Eastern,2021,Leprosy,0,0
Central,2021,Leprosy,0,0
Nova Scotia,2021,Leprosy,0,0
Western,2021,Listeriosis - Invasive,0,0
Northern,2021,Listeriosis - Invasive,0,0
Eastern,2021,Listeriosis - Invasive,3,1.9
Central,2021,Listeriosis - Invasive,1,0.2
Nova Scotia,2021,Listeriosis - Invasive,4,0.4
Western,2021,Lyme Disease - Confirmed,11,5.5
Northern,2021,Lyme Disease - Confirmed,155,103.2
Eastern,2021,Lyme Disease - Confirmed,26,16.3
Central,2021,Lyme Disease - Confirmed,314,65.2
Nova Scotia,2021,Lyme Disease - Confirmed,506,51
Western,2021,Lyme Disease - Probable,32,15.9
Northern,2021,Lyme Disease - Probable,4,2.7
Eastern,2021,Lyme Disease - Probable,23,14.4
Central,2021,Lyme Disease - Probable,29,6
Nova Scotia,2021,Lyme Disease - Probable,88,8.9
Western,2021,Lymphogranuloma Venereum,0,0
Northern,2021,Lymphogranuloma Venereum,0,0
Eastern,2021,Lymphogranuloma Venereum,0,0
Central,2021,Lymphogranuloma Venereum,0,0
Nova Scotia,2021,Lymphogranuloma Venereum,0,0
Western,2021,Malaria,0,0
Northern,2021,Malaria,0,0
Eastern,2021,Malaria,0,0
Central,2021,Malaria,2,0.4
Nova Scotia,2021,Malaria,2,0.2
Western,2021,Measles,0,0
Northern,2021,Measles,0,0
Eastern,2021,Measles,0,0
Central,2021,Measles,0,0
Nova Scotia,2021,Measles,0,0
Western,2021,Meningitis - Bacterial,0,0
Northern,2021,Meningitis - Bacterial,0,0
Eastern,2021,Meningitis - Bacterial,0,0
Central,2021,Meningitis - Bacterial,0,0
Nova Scotia,2021,Meningitis - Bacterial,0,0
Western,2021,Meningitis - Viral,0,0
Northern,2021,Meningitis - Viral,0,0
Eastern,2021,Meningitis - Viral,0,0
Central,2021,Meningitis - Viral,0,0
Nova Scotia,2021,Meningitis - Viral,0,0
Western,2021,Meningococcal Disease Invasive,0,0
Northern,2021,Meningococcal Disease Invasive,0,0
Eastern,2021,Meningococcal Disease Invasive,0,0
Central,2021,Meningococcal Disease Invasive,2,0.4
Nova Scotia,2021,Meningococcal Disease Invasive,2,0.2
Western,2021,Methicillin Resistant Staphylococcus Aureus (MRSA),166,82.7
Northern,2021,Methicillin Resistant Staphylococcus Aureus (MRSA),99,65.9
Eastern,2021,Methicillin Resistant Staphylococcus Aureus (MRSA),154,96.3
Central,2021,Methicillin Resistant Staphylococcus Aureus (MRSA),155,32.2
Nova Scotia,2021,Methicillin Resistant Staphylococcus Aureus (MRSA),574,57.9
Western,2021,Mpox,0,0
Northern,2021,Mpox,0,0
Eastern,2021,Mpox,0,0
Central,2021,Mpox,0,0
Nova Scotia,2021,Mpox,0,0
Western,2021,Mumps,0,0
Northern,2021,Mumps,0,0
Eastern,2021,Mumps,0,0
Central,2021,Mumps,0,0
Nova Scotia,2021,Mumps,0,0
Western,2021,Pertussis,0,0
Northern,2021,Pertussis,0,0
Eastern,2021,Pertussis,0,0
Central,2021,Pertussis,1,0.2
Nova Scotia,2021,Pertussis,1,0.1
Western,2021,Plague,0,0
Northern,2021,Plague,0,0
Eastern,2021,Plague,0,0
Central,2021,Plague,0,0
Nova Scotia,2021,Plague,0,0
Western,2021,Pneumococcal Disease Invasive,5,2.5
Northern,2021,Pneumococcal Disease Invasive,16,10.7
Eastern,2021,Pneumococcal Disease Invasive,26,16.3
Central,2021,Pneumococcal Disease Invasive,40,8.3
Nova Scotia,2021,Pneumococcal Disease Invasive,87,8.8
Western,2021,Poliomyelitis,0,0
Northern,2021,Poliomyelitis,0,0
Eastern,2021,Poliomyelitis,0,0
Central,2021,Poliomyelitis,0,0
Nova Scotia,2021,Poliomyelitis,0,0
Western,2021,Powassan Virus Disease,0,0
Northern,2021,Powassan Virus Disease,0,0
Eastern,2021,Powassan Virus Disease,0,0
Central,2021,Powassan Virus Disease,0,0
